Menu ID,NomeLocale,TipologiaLocale,City,venue_address,venue_city,venue_country,venue_state,venue_rating,Sezione_drink_list,Category Name,Item_Name,Description,Price,ingredients_brand_owner,ingredients_brand,Broad_category,ingredients_categoria,Sub_Category,Ranking_Top4
10365,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,PERFECT BELLINI,"Hendrick's, St-Germain, Purea di pesche, Prosecco",16,Unknown,Prosecco,WINE,Generic Product,Generic Product,NO
10366,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SCIGHERA,"Grey Goose Vodka, Succo d'oliva, Twist di Limone",15,Bacardi Martini,Grey Goose,SPIRITS,Vodka,Vodka,NO
10367,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SCIGHERA,"Grey Goose Vodka, Succo d'oliva, Twist di Limone",15,Unknown,Succo D'oliva,OTHER,Generic Product,Generic Product,NO
10368,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SCIGHERA,"Grey Goose Vodka, Succo d'oliva, Twist di Limone",15,Unknown,Twist Di Limone,OTHER,Generic Product,Generic Product,NO
10369,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BRANCA COLADA,"Eminente 3, Brancamenta, Cocco, Arancia, Ananas",15,Fratelli Branca Distillerie,Brancamenta,SPIRITS,Amari,Amari,NO
10370,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BRANCA COLADA,"Eminente 3, Brancamenta, Cocco, Arancia, Ananas",15,Unknown,Cocco,OTHER,Generic Product,Generic Product,NO
10371,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BRANCA COLADA,"Eminente 3, Brancamenta, Cocco, Arancia, Ananas",15,Unknown,Arancia,OTHER,Ingredients,Ingredients,NO
10372,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BRANCA COLADA,"Eminente 3, Brancamenta, Cocco, Arancia, Ananas",15,Unknown,Unknown,Unknown,Unknown,Unknown,NO
10373,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,CIUMBIA CHE PALOMA!,"Patron Reposado, Lime, Agave, Fever Tree Pink Grapefruit",16,Unknown,Lime,OTHER,Ingredients,Ingredients,NO
10374,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,CIUMBIA CHE PALOMA!,"Patron Reposado, Lime, Agave, Fever Tree Pink Grapefruit",16,Unknown,Agave,OTHER,Ingredients,Ingredients,NO
10375,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,CIUMBIA CHE PALOMA!,"Patron Reposado, Lime, Agave, Fever Tree Pink Grapefruit",16,Velier,Fever-tree Pink Grapefruit,SOFT DRINK,Mixers,Mixers,NO
10376,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,DAMILANO IN VERMONT,"Whistle Pig 10, Damilano Barolo Chinato, Martini Rosso",16,Bacardi Martini,Martini Rosso,SPIRITS,Vermouth,Vermouth,NO
10377,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SPICY MANGO,"Selvatico Mezcal, Ancho Reyes, Lime, Agave, Boem Hard Seltzer mango",16,Campari Group,Ancho Reyes Rosso,SPIRITS,Mezcal,Mezcal,NO
10378,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SPICY MANGO,"Selvatico Mezcal, Ancho Reyes, Lime, Agave, Boem Hard Seltzer mango",16,Unknown,Lime,OTHER,Ingredients,Ingredients,NO
10379,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SPICY MANGO,"Selvatico Mezcal, Ancho Reyes, Lime, Agave, Boem Hard Seltzer mango",16,Unknown,Agave,OTHER,Ingredients,Ingredients,NO
10380,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,PIÑA DORADA,"Patron Silver, Lime, Agave, Ananas Chiarificato, Angostura",16,Unknown,Lime,OTHER,Ingredients,Ingredients,NO
10381,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,PIÑA DORADA,"Patron Silver, Lime, Agave, Ananas Chiarificato, Angostura",16,Unknown,Agave,OTHER,Ingredients,Ingredients,NO
10382,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,PIÑA DORADA,"Patron Silver, Lime, Agave, Ananas Chiarificato, Angostura",16,Unknown,Unknown,Unknown,Unknown,Unknown,NO
10383,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,PIÑA DORADA,"Patron Silver, Lime, Agave, Ananas Chiarificato, Angostura",16,D&C,Angostura,SPIRITS,Bitter,Bitter,NO
10384,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,AMBROGIO TONIC,"L'Ambrogio, Fever-Tree Tonica Indian",13,Velier,Fever-tree Tonica Indian,SOFT DRINK,Mixers,Mixers,NO
10385,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,VIBRANTE MULE,"Martini Vibrante, Cranberry, Fever-Tree Ginger Beer",13,Bacardi Martini,Martini Rosso,SPIRITS,Vermouth,Vermouth,NO
10386,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,VIBRANTE MULE,"Martini Vibrante, Cranberry, Fever-Tree Ginger Beer",13,Unknown,Cranberry,OTHER,Ingredients,Ingredients,NO
10387,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,VIBRANTE MULE,"Martini Vibrante, Cranberry, Fever-Tree Ginger Beer",13,Velier,Fever-tree Ginger Beer,SOFT DRINK,Mixers,Mixers,NO
10388,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,COOL PASSION,"Martini Floreale, Passion Fruit, Fever-Tree Tonica Mediterranea",13,Bacardi Martini,Martini Rosso,SPIRITS,Vermouth,Vermouth,NO
10389,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,COOL PASSION,"Martini Floreale, Passion Fruit, Fever-Tree Tonica Mediterranea",13,Unknown,Passion Fruit,OTHER,Ingredients,Ingredients,NO
10390,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MOCKTAIL,Mocktail,COOL PASSION,"Martini Floreale, Passion Fruit, Fever-Tree Tonica Mediterranea",13,Velier,Fever-tree Tonica Mediterranea,SOFT DRINK,Mixers,Mixers,NO
10391,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINO DELLA SETTIMANA - WINE OF THE WEEK,Wine,Un vino della nostra selezione/A wine from our selection,,10,Gruppo Montenegro,Select,SPIRITS,Aperitivi,Aperitivi,YES
10392,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,CHAMPAGNE,Champagne,"RUINART ""R"" Brut","Pinot Noir, Chardonnay, Pinot Meunier",20,Dufouleur père & fils,Pinot Noir Dufouleur P�re & Fils 2024,WINE,Wine,Wine,YES
10393,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,CHAMPAGNE,Champagne,"RUINART ""R"" Brut","Pinot Noir, Chardonnay, Pinot Meunier",20,Antinori,Chardonnay Bram�to Della Sala Castello Della Sala 2024,WINE,Wine,Wine,YES
10394,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,CHAMPAGNE,Champagne,"RUINART ""R"" Brut","Pinot Noir, Chardonnay, Pinot Meunier",20,Unknown,Pinot Meunier,WINE,Wine,Wine,YES
10395,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BOLLICINE ITALIANE - ITALIAN SPARKLING WINES,Sparkling_Wine,BELLAVISTA Teatro alla Scala,"Chardonnay, Pinot Noir",18,Antinori,Chardonnay Bram�to Della Sala Castello Della Sala 2024,WINE,Wine,Wine,YES
10396,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BOLLICINE ITALIANE - ITALIAN SPARKLING WINES,Sparkling_Wine,BELLAVISTA Teatro alla Scala,"Chardonnay, Pinot Noir",18,Dufouleur père & fils,Pinot Noir Dufouleur P�re & Fils 2024,WINE,Wine,Wine,YES
10397,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIANCHI - WHITE WINES,White_Wine,AMANDUM Grey,Pinot Grigio,10,Cantina terlano,Pinot Grigio Terlano 2024,WINE,Wine,Wine,YES
10398,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIANCHI - WHITE WINES,White_Wine,BELLAVISTA Convento Ss. Annunciata,Chardonnay,15,Antinori,Chardonnay Bram�to Della Sala Castello Della Sala 2024,WINE,Wine,Wine,YES
10399,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIANCHI - WHITE WINES,White_Wine,ANTINORI - CASTELLO DELLA SALA Conte della Vipera,"Sauvignon Blanc, Semillon",15,Unknown,Sauvignon Blanc,WINE,Wine,Wine,YES
10400,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIANCHI - WHITE WINES,White_Wine,ANTINORI - CASTELLO DELLA SALA Conte della Vipera,"Sauvignon Blanc, Semillon",15,Unknown,Semillon,WINE,Wine,Wine,YES
10401,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSATI - ROSÈ WINE,Rose_Wine,SANTA BARBARA Sensuade,"Lacrima di Morro d'Alba, Vernaccia di Pergola, Moscato Rosso",10,Unknown,Lacrima Di Morro D'alba,WINE,Wine,Wine,YES
10402,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSATI - ROSÈ WINE,Rose_Wine,SANTA BARBARA Sensuade,"Lacrima di Morro d'Alba, Vernaccia di Pergola, Moscato Rosso",10,Unknown,Vernaccia Di Pergola,WINE,Generic Product,Generic Product,YES
10403,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSATI - ROSÈ WINE,Rose_Wine,SANTA BARBARA Sensuade,"Lacrima di Morro d'Alba, Vernaccia di Pergola, Moscato Rosso",10,Unknown,Moscato Rosso,WINE,Wine,Wine,YES
10404,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,LA GIUVA Il Valpo,"Corvina, Corvinone, Rondinella",10,Unknown,Corvina,WINE,Wine,Wine,YES
10405,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,LA GIUVA Il Valpo,"Corvina, Corvinone, Rondinella",10,Unknown,Corvinone,WINE,Wine,Wine,YES
10406,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,LA GIUVA Il Valpo,"Corvina, Corvinone, Rondinella",10,Unknown,Rondinella,WINE,Wine,Wine,YES
10407,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,CA DEL BOSCO Corte del Lupo Rosso,"Merlot, Cabernet Sauvignon, Cabernet Franc, Carménère",12,Domaine de la santoline,Merlot Domaine De La Santoline 2023,WINE,Wine,Wine,YES
10408,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,CA DEL BOSCO Corte del Lupo Rosso,"Merlot, Cabernet Sauvignon, Cabernet Franc, Carménère",12,Domaine de la santoline,Cabernet Sauvignon Domaine De La Santoline 2024,WINE,Wine,Wine,YES
10409,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,CA DEL BOSCO Corte del Lupo Rosso,"Merlot, Cabernet Sauvignon, Cabernet Franc, Carménère",12,Unknown,Cabernet Franc,WINE,Generic Product,Generic Product,YES
10410,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,CA DEL BOSCO Corte del Lupo Rosso,"Merlot, Cabernet Sauvignon, Cabernet Franc, Carménère",12,Unknown,Carmenero,WINE,Wine,Wine,YES
10411,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,TENUTA SETTE PONTI Crognolo,"Sangiovese, Merlot",12,Unknown,Sangiovese,WINE,Generic Product,Generic Product,YES
10412,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,TENUTA SETTE PONTI Crognolo,"Sangiovese, Merlot",12,Domaine de la santoline,Merlot Domaine De La Santoline 2023,WINE,Wine,Wine,YES
10413,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,RAINOLDI Sassella Riserva,Nebbiolo,15,Pio cesare,Nebbiolo Pio Cesare 2022,WINE,Wine,Wine,YES
10414,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,GIRLAN Flora Pinot Nero Riserva,Pinot Noir,15,Dufouleur père & fils,Pinot Noir Dufouleur P�re & Fils 2024,WINE,Wine,Wine,NO
10415,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,COPPO Pomorosso,Barbera,22,Unknown,Barbera,WINE,Generic Product,Generic Product,NO
10416,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,CONCAENTOSA Niki Tai,"Cannonau, Bovale",25,Unknown,Cannonau,WINE,Generic Product,Generic Product,NO
10417,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,CONCAENTOSA Niki Tai,"Cannonau, Bovale",25,Unknown,Bovale,WINE,Wine,Wine,NO
10418,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,ROSSI - RED WINES,Red_Wine,RENIERI Brunello di Montalcino,Sangiovese,27,Unknown,Sangiovese,WINE,Generic Product,Generic Product,NO
10419,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VODKA,Vodka,Grey Goose,,18,Bacardi Martini,Grey Goose,SPIRITS,Vodka,Vodka,YES
10420,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VODKA,Vodka,Belvedere,,18,LVMH,Belvedere,SPIRITS,Vodka,Vodka,YES
10421,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VODKA,Vodka,Belvedere 10,,35,LVMH,Belvedere,SPIRITS,Vodka,Vodka,YES
10422,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VODKA,Vodka,Tito's Vodka,,18,Velier,Tito's,SPIRITS,Vodka,Vodka,NO
10423,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Bombay Sapphire Premier Cru,,15,Bacardi Martini,Premier Cru Bombay Sapphire,SPIRITS,Gin,Gin,YES
10424,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Bobby's,,15,Onesti Group,Bobby's,SPIRITS,Gin,Gin,YES
10425,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Elephant,,18,Compagnia Dei Caraibi,Elephant London Dry,SPIRITS,Gin,Gin,NO
10426,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Gin mare,,15,Brown Forman,Mare,SPIRITS,Gin,Gin,NO
10427,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Hendrick's,,15,Velier,Hendricks Gin,SPIRITS,Gin,Gin,NO
10428,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,"Malfy dry, limone, pompelmo rosa",,15,Pernod Ricard,Malfy Pompelmo Rosa,SPIRITS,Gin,Gin,NO
10429,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Martin Miller,,15,Compagnia Dei Caraibi,Martin Millers Original,SPIRITS,Gin,Gin,NO
10430,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Monkey 47,,15,Pernod Ricard,Monkey 47,SPIRITS,Gin,Gin,NO
10431,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Nordes,,15,Stock,Nord�s,SPIRITS,Gin,Gin,NO
10432,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Plymouth,,15,Pernod Ricard,Plymouth,SPIRITS,Gin,Gin,NO
10433,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Portofino,,18,Velier,Dry Gin Portofino,SPIRITS,Gin,Gin,NO
10434,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Roku,,15,Stock,Roku,SPIRITS,Gin,Gin,NO
10435,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Sabatini,,15,Compagnia Dei Caraibi,Sabatini,SPIRITS,Gin,Gin,NO
10436,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Sipsmith,,15,Coca Cola HBC,Sipsmith,SPIRITS,Gin,Gin,NO
10437,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Tanqueray,,15,Diageo,Tanqueray,SPIRITS,Gin,Gin,NO
10438,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Tanqueray Ten,,18,Diageo,Tanqueray N. Ten,SPIRITS,Gin,Gin,NO
10439,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN,Gin,Villa Ascenti,,18,Diageo,Villa Ascenti,SPIRITS,Gin,Gin,NO
10440,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,TEQUILA,Tequila,Casamigos Blanco,,20,Diageo,Casamigos Blanco,SPIRITS,Tequila,Tequila,NO
10441,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,TEQUILA,Tequila,Casamigos Reposado,,22,Diageo,Casamigos Reposado,SPIRITS,Tequila,Tequila,NO
10442,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,MEZCAL,Other,Montelobos espadin,,20,Campari Group,Montelobos Espadin,SPIRITS,Mezcal,Mezcal,NO
10443,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,Whiskey Type,Whisky,Bulleit bourbon,,18,Diageo,Bulleit Bourbon Frontier Whiskey,SPIRITS,American Whisky,American Whisky,YES
10444,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,Whiskey Type,Whisky,Bulleit Rye,,18,Diageo,Bulleit Rye Frontier Whiskey,SPIRITS,American Whisky,American Whisky,YES
10445,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Aberfeldy 12,,18,Bacardi Martini,Aberfeldy 12 yo,SPIRITS,Scotch Whisky,Scotch Whisky,YES
10446,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Ardbeg 10,,18,LVMH,Ardbeg 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,YES
10447,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Caol ila 12,,20,Diageo,Caol Ila 12 yo,SPIRITS,Scotch Whisky,Scotch Whisky,YES
10448,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Caol ila 18,,40,Diageo,Caol Ila 12 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
10449,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Lagavulin 8,,20,Diageo,Lagavulin 8 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
10450,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Lagavulin 16,,30,Diageo,Lagavulin,SPIRITS,Scotch Whisky,Scotch Whisky,NO
10451,Trattoria del Ciumbia,ristoranti,Milan,"Via Fiori Chiari, 32, 20121 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,WHISKY,Whisky,Laphroaig 10,,20,Stock,Laphroaig 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
